"n","scenario","change_time","chart","n_started","n_conditioned","prechange_signal_rate","mean_delay","sd_delay","se_delay","delay_ci_lower","delay_ci_upper","delay_censored_rate","delay_estimand","mean_postchange_observations","PTS_10","PTS_10_lower","PTS_10_upper","PTS_25","PTS_25_lower","PTS_25_upper","PTS_obs_50","PTS_obs_100","PTS_obs_200"
20,"cauchy",50,"Raw exact KS p",10000,7263,0.2737,38.2987746110423,42.6748056023622,0.500741434743667,37.3173213989447,39.2802278231399,0,"ECD",765.975492220845,0.256367892055624,0.246456777043774,0.266536598234972,0.502822525127358,0.491325044718235,0.514317021292947,0.0539721878011841,0.138923309927027,0.256367892055624
20,"cauchy",1,"Qtilde(0.95,1)",8000,8000,0,22.862875,27.1284871691436,0.303305707184679,22.268395813918,23.457354186082,0,"ECD",457.2575,0.4165,0.405739729387019,0.427340425522593,0.696875,0.686710858404125,0.706850153597911,0.133625,0.254875,0.4165
20,"cauchy",50,"Qtilde(0.95,1)",10000,7006,0.2994,25.2743362831858,28.0895141127897,0.335590115370225,24.6165796570602,25.9320929093115,0,"ECD",505.486725663717,0.360833571224665,0.34966709228576,0.372152584780838,0.656722809020839,0.645521434235312,0.667752406360458,0.0709391949757351,0.193691121895518,0.360833571224665
20,"cauchy",1,"p-EWMA(0.2)",8000,8000,0,9.88875,7.58858166978315,0.0848429223322199,9.72245787222885,10.0550421277712,0,"ECD",197.775,0.683,0.672717735955236,0.693106595200943,0.95825,0.953642516299759,0.96241759163641,0,0.2955,0.683
20,"cauchy",50,"p-EWMA(0.2)",10000,6754,0.3246,10.4000592241635,7.87089516302317,0.0957731120632002,10.2123439245196,10.5877745238073,0,"ECD",208.001184483269,0.638140361267397,0.626604317884652,0.649519348583056,0.953953212910868,0.948691429221025,0.958698883094078,0.045158424637252,0.265472312703583,0.638140361267397
20,"cauchy",1,"KS-EWMA(0.2)",8000,8000,0,10.88875,9.63442921068895,0.107716193197551,10.6776262613328,11.0998737386672,0,"ECD",217.775,0.6355,0.624890569933824,0.645979358326625,0.932875,0.927181024045689,0.938153442343551,0.051875,0.30575,0.6355
20,"cauchy",50,"KS-EWMA(0.2)",10000,6654,0.3346,11.7094980462879,9.84909022926118,0.120740985934436,11.4728457138565,11.9461503787194,0,"ECD",234.189960925759,0.584310189359784,0.572422967100152,0.59610011701768,0.91644123835287,0.909549425266998,0.922852475072596,0.0617673579801623,0.273820258491133,0.584310189359784
20,"cauchy",1,"Bakir Shew-KS",8000,8000,0,36.70625,41.0443971968785,0.45889031113861,35.8068249901683,37.6056750098317,0,"ECD",734.125,0.26775,0.258160173005849,0.277562772835558,0.52925,0.51830060845855,0.540171313324609,0.060375,0.14625,0.26775
20,"cauchy",50,"Bakir Shew-KS",10000,7264,0.2736,38.6401431718062,42.9119943426978,0.503489921011319,37.653302926624,39.6269834169884,0,"ECD",772.802863436123,0.253716960352423,0.243842149731964,0.26385212913069,0.503579295154185,0.492082317175205,0.515072489280676,0.0539647577092511,0.138078193832599,0.253716960352423
20,"normal_location",1,"Raw exact KS p",8000,8000,0,9.34925,15.3953207639589,0.17212491881813,9.01188515911647,9.68661484088353,0,"ECD",186.985,0.748625,0.739001058350639,0.758010276806219,0.928125,0.922257313476705,0.933581712622961,0.29775,0.55175,0.748625
20,"normal_location",50,"Raw exact KS p",10000,7139,0.2861,8.76145118363917,13.1145499105522,0.155215360987132,8.45722907610439,9.06567329117394,0,"ECD",175.229023672783,0.757669141336322,0.747592378313792,0.767468742459207,0.931923238548816,0.925845014512073,0.937536864206895,0.297100434234487,0.551757949292618,0.757669141336322
20,"normal_location",1,"Qtilde(0.95,1)",8000,8000,0,6.084625,11.5515212554363,0.129149933853446,5.83149112964725,6.33775887035275,0,"ECD",121.6925,0.86,0.852223383904527,0.867431038042054,0.96225,0.957846736327489,0.966209531852531,0.458375,0.702375,0.86
20,"normal_location",50,"Qtilde(0.95,1)",10000,6914,0.3086,6.29707839166908,8.34135224274802,0.100316361911255,6.10045832232302,6.49369846101514,0,"ECD",125.941567833382,0.848712756725485,0.840072811288369,0.856965409419085,0.973098061903384,0.96901352936079,0.976657154975203,0.328174717963552,0.652010413653457,0.848712756725485
20,"normal_location",1,"p-EWMA(0.2)",8000,8000,0,5.788875,6.9680427981558,0.0779050868340211,5.63618102980532,5.94156897019468,0,"ECD",115.7775,0.919,0.912818182519964,0.924779603023418,0.9865,0.983727471646613,0.988805518011753,0,0.69525,0.919
20,"normal_location",50,"p-EWMA(0.2)",10000,6751,0.3249,5.3486890830988,3.74959130411694,0.0456351917115092,5.25924410734424,5.43813405885336,0,"ECD",106.973781661976,0.933046956006518,0.926835051395382,0.938766297420851,0.996593097318916,0.994892674602559,0.997728677169775,0.123389127536661,0.660790993926826,0.933046956006518
20,"normal_location",1,"KS-EWMA(0.2)",8000,8000,0,4.772625,6.33331978324247,0.0708086677928719,4.63384001112597,4.91140998887403,0,"ECD",95.4525,0.935,0.929386239679603,0.940196186839183,0.99025,0.987849182492827,0.992180207394149,0.314,0.764125,0.935
20,"normal_location",50,"KS-EWMA(0.2)",10000,6635,0.3365,4.48425018839488,3.64399936959249,0.0447360700291883,4.39656749113767,4.57193288565209,0,"ECD",89.6850037678975,0.944837980406933,0.939082819749591,0.950078325471889,0.99758854559156,0.996086142102372,0.998515084714065,0.284099472494348,0.752373775433308,0.944837980406933
20,"normal_location",1,"Bakir Shew-KS",8000,8000,0,8.4975,13.7576125377132,0.153814784212151,8.19602302294419,8.79897697705582,0,"ECD",169.95,0.774375,0.765084878938283,0.783401737788365,0.939125,0.933671723254498,0.944156743515759,0.316875,0.57825,0.774375
20,"normal_location",50,"Bakir Shew-KS",10000,7135,0.2865,8.34407848633497,12.911292346125,0.15285256328668,8.04448746229308,8.64366951037686,0,"ECD",166.881569726699,0.772950245269797,0.763084217933203,0.782522509074159,0.93833216538192,0.932511102999043,0.943681471437683,0.31198318149965,0.570427470217239,0.772950245269797
20,"normal_scale",1,"Raw exact KS p",8000,8000,0,53.340875,67.7712700734264,0.757705834028393,51.8557715653043,54.8259784346956,0,"ECD",1066.8175,0.213625,0.204781991104112,0.222742911437687,0.44025,0.429403031948854,0.451154324408623,0.0515,0.113,0.213625
20,"normal_scale",50,"Raw exact KS p",10000,7196,0.2804,55.6345191773207,69.0918523152312,0.814481564591342,54.0381353107217,57.2309030439198,0,"ECD",1112.69038354641,0.199972206781545,0.190891756310761,0.209372827287856,0.415786548082268,0.404446850155664,0.427216113096194,0.0428015564202335,0.101862145636465,0.199972206781545
20,"normal_scale",1,"Qtilde(0.95,1)",8000,8000,0,39.808375,55.2033317005255,0.61719201133422,38.5986786577849,41.0180713422151,0,"ECD",796.1675,0.31225,0.302187206087242,0.322493022467006,0.554875,0.543960697783385,0.565736625561944,0.103,0.19225,0.31225
20,"normal_scale",50,"Qtilde(0.95,1)",10000,6998,0.3002,43.4408402400686,56.0186668900642,0.669646803901016,42.1283325044226,44.7533479757146,0,"ECD",868.816804801372,0.255501571877679,0.245418890098331,0.265852544548234,0.510574449842812,0.498859566265247,0.522277729956936,0.0503000857387825,0.128036581880537,0.255501571877679
20,"normal_scale",1,"p-EWMA(0.2)",8000,8000,0,21.10675,32.9101122585992,0.367946240786885,20.3855753680577,21.8279246319423,0,"ECD",422.135,0.451125,0.440246789130086,0.462050127890361,0.779125,0.769901719659455,0.788080337356766,0,0.167375,0.451125
20,"normal_scale",50,"p-EWMA(0.2)",10000,6699,0.3301,21.5833706523362,30.5493452368447,0.373247508634532,20.8518055354125,22.3149357692599,0,"ECD",431.667413046723,0.406329302881027,0.394624730026571,0.418141246719769,0.758172861621138,0.747772898056445,0.768276891931132,0.0398566950291088,0.164949992536199,0.406329302881027
20,"normal_scale",1,"KS-EWMA(0.2)",8000,8000,0,22.281,35.6762405287789,0.398872495019914,21.499209909761,23.062790090239,0,"ECD",445.62,0.443875,0.433017031590162,0.454786844988305,0.75825,0.74874537056765,0.767506725175973,0.03875,0.198,0.443875
20,"normal_scale",50,"KS-EWMA(0.2)",10000,6667,0.3333,23.5257237138143,32.1081616440723,0.393233232325971,22.7549865784554,24.2964608491732,0,"ECD",470.514474276286,0.386380680965952,0.374761083381393,0.398131140592266,0.727463626818659,0.716646608219179,0.738018662201872,0.047697615119244,0.167241637918104,0.386380680965952
20,"normal_scale",1,"Bakir Shew-KS",8000,8000,0,53.3225,66.6732248253643,0.745429314943205,51.8614585427113,54.7835414572887,0,"ECD",1066.45,0.214,0.205151079857828,0.223123462706832,0.442125,0.431272268786078,0.453033287685705,0.050875,0.114125,0.214
20,"normal_scale",50,"Bakir Shew-KS",10000,7175,0.2825,55.416724738676,69.0246033890666,0.814878702246735,53.8195624822724,57.0138869950796,0,"ECD",1108.33449477352,0.198745644599303,0.189674146055909,0.208139562495622,0.418257839721254,0.406890695591897,0.429712468907512,0.0425087108013937,0.100905923344948,0.198745644599303
